hub_state,hub_city,city,state,latitude,longitude,distance_miles,delivery_count
NJ,Newark,Springfield,NJ,40.706,-74.313,7.47,3
NJ,Newark,Stanhope,NJ,40.9141,-74.7027,30.66,3
NJ,Newark,Succasunna,NJ,40.853,-74.6568,26.85,1
NJ,Newark,Summit,NJ,40.7154,-74.3647,10.08,1
NJ,Newark,Teterboro,NJ,40.858,-74.0594,10.96,18
NJ,Newark,Tinton Falls,NJ,40.2708,-74.0949,31.61,8
NJ,Newark,Totowa,NJ,40.9039,-74.2214,12.66,19
NJ,Newark,Trenton,NJ,40.2237,-74.7641,46.52,17
NJ,Newark,Union,NJ,40.6966,-74.2693,5.42,15
NJ,Newark,Union City,NJ,40.7675,-74.0323,7.92,1
NJ,Newark,Waldwick,NJ,41.0133,-74.1259,20.1,2
NJ,Newark,Wallington,NJ,40.8536,-74.1069,9.56,1
NJ,Newark,Washington,NJ,40.7587,-74.9825,42.47,1
NJ,Newark,Watchung,NJ,40.6431,-74.4391,15.06,1
NJ,Newark,West Long Branch,NJ,40.2883,-74.0185,31.21,1
NJ,Newark,West New York,NJ,40.7857,-74.0094,9.53,2
NJ,Newark,Westwood,NJ,40.9878,-74.0308,19.64,1
NJ,Newark,Wharton,NJ,40.8998,-74.5808,24.55,52
NJ,Newark,Whippany,NJ,40.8233,-74.4184,14.57,11
NJ,Newark,Wood-Ridge,NJ,40.8508,-74.0878,9.79,1
NM,Hobbs,Hobbs,NM,32.7281,-103.16,0.0,1
NV,Las Vegas,Las Vegas,NV,36.2333,-115.2654,0.0,1
NY,Rochester,Akron,NY,43.018,-78.4978,45.67,2
NY,Rochester,Albion,NY,43.246,-78.1902,29.41,6
NY,Rochester,Batavia,NY,42.9987,-78.1802,30.77,51
NY,Rochester,Bloomfield,NY,42.8991,-77.4242,20.96,0
NY,Rochester,Brockport,NY,43.2137,-77.9404,16.63,7
NY,Rochester,Churchville,NY,43.1034,-77.8825,14.15,1
NY,Rochester,Clyde,NY,43.0839,-76.8707,38.04,1
NY,Rochester,Corfu,NY,42.9611,-78.4028,42.2,0
NY,Rochester,Dansville,NY,42.5625,-77.6968,42.03,1
NY,Rochester,East Rochester,NY,43.1122,-77.4869,7.57,2
NY,Rochester,Fairport,NY,43.099,-77.4427,9.96,3
NY,Rochester,Gasport,NY,43.1938,-78.5762,48.4,2
NY,Rochester,Geneva,NY,42.8645,-76.9826,38.27,9
NY,Rochester,Hall,NY,42.7965,-77.068,37.77,1
NY,Rochester,Hemlock,NY,42.7938,-77.6073,25.86,0
NY,Rochester,Holley,NY,43.2247,-78.0292,21.17,1
NY,Rochester,Honeoye,NY,42.7885,-77.5125,26.74,2
NY,Rochester,Honeoye Falls,NY,42.9557,-77.5902,14.73,0
NY,Rochester,Lakeville,NY,42.8367,-77.703,23.31,2
NY,Rochester,Lyndonville,NY,43.3213,-78.3891,40.32,1
NY,Rochester,Medina,NY,43.2197,-78.3888,39.08,2
NY,Rochester,Middleport,NY,43.2117,-78.4757,43.4,2
NY,Rochester,Newark,NY,43.0418,-77.093,27.8,3
NY,Rochester,North Rose,NY,43.1872,-76.8863,36.8,1
NY,Rochester,Penn Yan,NY,42.6609,-77.0535,45.15,8
NY,Rochester,Piffard,NY,42.8319,-77.8584,26.25,0
NY,Rochester,Rochester,NY,43.168,-77.6162,0.0,171
NY,Rochester,Scottsville,NY,43.0221,-77.7555,12.29,2
NY,Rochester,Shortsville,NY,42.9556,-77.2227,24.7,1
NY,Rochester,Silver Springs,NY,42.6605,-78.0855,42.35,0
NY,Rochester,Wyoming,NY,42.8241,-78.0842,33.53,1
OH,Columbus,Ashville,OH,39.7238,-82.9575,18.19,28
OH,Columbus,Baltimore,OH,39.846,-82.6046,22.39,1
OH,Columbus,Bellefontaine,OH,40.3627,-83.763,48.6,3
OH,Columbus,Caledonia,OH,40.6364,-82.9695,44.93,1
OH,Columbus,Canal Winchester,OH,39.8437,-82.8126,13.45,120
OH,Columbus,Centerburg,OH,40.3038,-82.6976,26.7,0
OH,Columbus,Chillicothe,OH,39.3393,-82.9939,44.7,17
OH,Columbus,Circleville,OH,39.6063,-82.9334,26.39,36
OH,Columbus,Columbus,OH,39.9862,-82.9855,0.0,360
OH,Columbus,Crooksville,OH,39.769,-82.0956,49.51,0
OH,Columbus,Delaware,OH,40.2851,-83.0741,21.18,43
OH,Columbus,Dublin,OH,40.1112,-83.1454,12.09,5
OH,Columbus,East Liberty,OH,40.3339,-83.585,39.74,2
OH,Columbus,Etna,OH,39.9544,-82.6878,15.92,8
OH,Columbus,Frazeysburg,OH,40.1191,-82.1177,46.81,3
OH,Columbus,Gahanna,OH,40.0251,-82.8637,6.98,3
OH,Columbus,Glenford,OH,39.8863,-82.3201,35.92,1
OH,Columbus,Grove City,OH,39.8654,-83.069,9.45,35
OH,Columbus,Groveport,OH,39.8586,-82.8978,9.97,259
OH,Columbus,Heath,OH,40.0241,-82.4413,28.92,5
OH,Columbus,Hebron,OH,39.9644,-82.4898,26.29,17
OH,Columbus,Hilliard,OH,40.0353,-83.1578,9.73,5
OH,Columbus,Iberia,OH,40.6747,-82.8403,48.18,0
OH,Columbus,Jeffersonville,OH,39.6522,-83.555,38.03,7
OH,Columbus,Johnstown,OH,40.15,-82.6881,19.37,12
OH,Columbus,Lancaster,OH,39.7248,-82.6049,27.09,12
OH,Columbus,Lockbourne,OH,39.8078,-82.9838,12.33,193
OH,Columbus,Logan,OH,39.5385,-82.4062,43.63,1
OH,Columbus,London,OH,39.8935,-83.4375,24.79,6
OH,Columbus,Marengo,OH,40.4008,-82.811,30.09,11
OH,Columbus,Marion,OH,40.5973,-83.1227,42.84,19
OH,Columbus,Marysville,OH,40.2279,-83.3595,25.87,7
OH,Columbus,Mount Sterling,OH,39.7134,-83.2735,24.26,35
OH,Columbus,Mount Vernon,OH,40.3854,-82.4737,38.61,7
OH,Columbus,Nashport,OH,40.068,-82.1735,43.33,0
OH,Columbus,New Albany,OH,40.0809,-82.7848,12.47,30
OH,Columbus,New Bloomington,OH,40.5837,-83.3125,44.74,1
OH,Columbus,New Lexington,OH,39.716,-82.208,45.27,2
OH,Columbus,Newark,OH,40.0706,-82.425,30.22,4
OH,Columbus,Obetz,OH,39.8671,-82.9451,8.5,10
OH,Columbus,Orient,OH,39.8056,-83.1528,15.31,1
OH,Columbus,Ostrander,OH,40.269,-83.2075,22.79,1
OH,Columbus,Pataskala,OH,40.011,-82.7155,14.39,15
OH,Columbus,Plain City,OH,40.1066,-83.2686,17.13,10
OH,Columbus,Powell,OH,40.1689,-83.0829,13.63,0
OH,Columbus,Reynoldsburg,OH,39.9588,-82.7943,10.3,10
OH,Columbus,Sabina,OH,39.4903,-83.6345,48.61,1
OH,Columbus,South Charleston,OH,39.8243,-83.6417,36.53,0
OH,Columbus,Springfield,OH,39.93,-83.7959,43.09,27
OH,Columbus,Sunbury,OH,40.2485,-82.8806,18.95,4
OH,Columbus,Thornville,OH,39.8944,-82.4203,30.61,1
OH,Columbus,Urbana,OH,40.1085,-83.7541,41.52,4
OH,Columbus,Urbancrest,OH,39.9017,-83.0859,7.9,3
OH,Columbus,Utica,OH,40.2335,-82.441,33.46,2
OH,Columbus,Washington Court House,OH,39.5381,-83.4281,38.87,28
OH,Columbus,West Jefferson,OH,39.9475,-83.3076,17.26,30
OH,Columbus,Westerville,OH,40.1241,-82.921,10.12,3
OH,Columbus,Whitehall,OH,39.9682,-82.8833,5.55,6
OH,Columbus,Worthington,OH,40.095,-83.0209,7.75,0
OK,Tulsa,Catoosa,OK,36.1834,-95.768,8.5,2
OK,Tulsa,Claremore,OK,36.3146,-95.6095,20.87,0
OK,Tulsa,Fort Gibson,OK,35.7763,-95.2602,43.46,0
OK,Tulsa,Inola,OK,36.1321,-95.5369,20.5,1
OK,Tulsa,Muskogee,OK,35.7432,-95.3567,40.57,0
OK,Tulsa,Sand Springs,OK,36.1353,-96.1283,12.52,0
OK,Tulsa,Sapulpa,OK,36.0091,-96.1003,13.7,0
OK,Tulsa,Tulsa,OK,36.1283,-95.9042,0.0,6
OR,Halsey,Halsey,OR,44.3827,-123.111,0.0,1
PA,Carlisle,Allensville,PA,40.533,-77.8142,39.54,1
PA,Carlisle,Aspers,PA,39.9792,-77.2276,15.31,9
PA,Carlisle,Beaver Springs,PA,40.7448,-77.2168,37.65,3
PA,Carlisle,Beavertown,PA,40.7522,-77.169,38.2,1
PA,Carlisle,Belleville,PA,40.6059,-77.7211,39.1,6
PA,Carlisle,Biglerville,PA,39.9303,-77.2462,18.77,16
PA,Carlisle,Burnham,PA,40.6352,-77.5631,35.53,1
PA,Carlisle,Camp Hill,PA,40.2422,-76.9274,14.85,37
PA,Carlisle,Carlisle,PA,40.2,-77.2034,0.0,397
PA,Carlisle,Chambersburg,PA,39.9315,-77.6556,30.26,132
PA,Carlisle,Columbia,PA,40.0347,-76.4944,39.16,6
PA,Carlisle,Dallastown,PA,39.8996,-76.641,36.27,2
PA,Carlisle,Dalmatia,PA,40.65,-76.9027,34.88,1
PA,Carlisle,Dillsburg,PA,40.1103,-77.0335,10.9,6
PA,Carlisle,East Berlin,PA,39.9368,-76.9793,21.71,1
PA,Carlisle,East York,PA,39.9687,-76.6755,32.16,2
PA,Carlisle,Elizabethtown,PA,40.1533,-76.599,32.07,21
PA,Carlisle,Elizabethville,PA,40.5472,-76.816,31.49,2
PA,Carlisle,Emigsville,PA,40.0077,-76.7303,28.31,1
PA,Carlisle,Fairfield,PA,39.7891,-77.3698,29.73,2
PA,Carlisle,Fayetteville,PA,39.9114,-77.5652,27.64,1
PA,Carlisle,Fort Loudon,PA,39.9219,-77.9073,41.89,1
PA,Carlisle,Fredericksburg,PA,40.4441,-76.4377,43.72,42
PA,Carlisle,Gardners,PA,40.0063,-77.2084,13.39,0
PA,Carlisle,Gettysburg,PA,39.8304,-77.2339,25.59,8
PA,Carlisle,Glen Rock,PA,39.7935,-76.7307,37.61,24
PA,Carlisle,Greencastle,PA,39.7907,-77.7267,39.59,98
PA,Carlisle,Hallam,PA,40.0024,-76.6041,34.49,1
PA,Carlisle,Hanover,PA,39.8118,-76.9836,29.24,130
PA,Carlisle,Harrisburg,PA,40.2752,-76.8843,17.61,94
PA,Carlisle,Herndon,PA,40.7104,-76.8519,39.81,2
PA,Carlisle,Hershey,PA,40.2806,-76.6458,29.93,9
PA,Carlisle,Highspire,PA,40.2085,-76.7851,22.08,0
PA,Carlisle,Hummelstown,PA,40.2657,-76.7126,26.28,1
PA,Carlisle,Huntingdon,PA,40.5,-78.0097,47.25,9
PA,Carlisle,Jonestown,PA,40.413,-76.4806,40.83,28
PA,Carlisle,Klingerstown,PA,40.6588,-76.6931,41.54,1
PA,Carlisle,Kreamer,PA,40.8004,-76.9707,43.25,0
PA,Carlisle,Lancaster,PA,40.042,-76.3012,48.9,113
PA,Carlisle,Landisville,PA,40.0902,-76.4064,42.77,4
PA,Carlisle,Lebanon,PA,40.3412,-76.4228,42.29,58
PA,Carlisle,Lemoyne,PA,40.2442,-76.8991,16.34,21
PA,Carlisle,Lewisberry,PA,40.1356,-76.861,18.62,33
PA,Carlisle,Lewistown,PA,40.5964,-77.573,33.59,266
PA,Carlisle,Lititz,PA,40.154,-76.3044,47.57,18
PA,Carlisle,Littlestown,PA,39.7452,-77.0892,32.0,3
PA,Carlisle,Loysville,PA,40.3656,-77.3444,13.64,1
PA,Carlisle,Lykens,PA,40.5641,-76.6983,36.6,0
PA,Carlisle,Manchester,PA,40.0613,-76.7195,27.3,7
PA,Carlisle,Manheim,PA,40.163,-76.3964,42.68,15
PA,Carlisle,Marietta,PA,40.0574,-76.5515,35.82,7
PA,Carlisle,Mcalisterville,PA,40.6381,-77.273,30.49,0
PA,Carlisle,Mcconnellsburg,PA,39.932,-77.9958,45.81,16
PA,Carlisle,Mcsherrystown,PA,39.8036,-77.0199,29.06,0
PA,Carlisle,Mcveytown,PA,40.4981,-77.7415,35.03,2
PA,Carlisle,Mechanicsburg,PA,40.2115,-77.006,10.45,127
PA,Carlisle,Mercersburg,PA,39.8318,-77.9028,44.91,1
PA,Carlisle,Middleburg,PA,40.7892,-77.0445,41.56,2
PA,Carlisle,Middletown,PA,40.201,-76.7289,25.04,43
PA,Carlisle,Mifflintown,PA,40.5713,-77.3951,27.57,4
PA,Carlisle,Millersburg,PA,40.5422,-76.9554,27.01,3
PA,Carlisle,Mount Holly Springs,PA,40.1126,-77.1854,6.11,0
PA,Carlisle,Mount Joy,PA,40.1106,-76.5065,37.32,39
PA,Carlisle,Mount Pleasant Mills,PA,40.7247,-77.02,37.51,1
PA,Carlisle,Mount Union,PA,40.3846,-77.8822,37.98,7
PA,Carlisle,Mount Wolf,PA,40.0616,-76.7053,28.0,5
PA,Carlisle,Mountville,PA,40.0402,-76.4339,42.13,19
PA,Carlisle,Myerstown,PA,40.3722,-76.3055,48.8,68
PA,Carlisle,New Cumberland,PA,40.2297,-76.8764,17.37,8
PA,Carlisle,New Freedom,PA,39.7353,-76.6967,41.84,1
PA,Carlisle,New Kingstown,PA,40.2311,-77.0728,7.22,0
PA,Carlisle,New Oxford,PA,39.863,-77.0554,24.57,12
PA,Carlisle,New Salem,PA,39.9037,-76.7912,29.91,1
PA,Carlisle,Newville,PA,40.1702,-77.4016,10.66,40
PA,Carlisle,Orrstown,PA,40.0588,-77.608,23.5,1
PA,Carlisle,Palmyra,PA,40.3099,-76.5943,33.0,10
PA,Carlisle,Pine Grove,PA,40.5535,-76.386,49.47,61
PA,Carlisle,Port Trevorton,PA,40.6924,-76.894,37.71,2
PA,Carlisle,Red Lion,PA,39.8986,-76.6078,37.76,8
PA,Carlisle,Reedsville,PA,40.6646,-77.593,38.08,3
PA,Carlisle,Schaefferstown,PA,40.2968,-76.2939,48.43,1
PA,Carlisle,Selinsgrove,PA,40.8003,-76.8646,45.13,3
PA,Carlisle,Seven Valleys,PA,39.8545,-76.7667,33.22,0
PA,Carlisle,Shade Gap,PA,40.1803,-77.8662,35.01,1
PA,Carlisle,Shippensburg,PA,40.0484,-77.5227,19.86,103
PA,Carlisle,Shiremanstown,PA,40.2224,-76.9555,13.17,3
PA,Carlisle,Shrewsbury,PA,39.7714,-76.6799,40.56,1
PA,Carlisle,Spring Grove,PA,39.8808,-76.8641,28.43,5
PA,Carlisle,Steelton,PA,40.2258,-76.8253,20.03,0
PA,Carlisle,Thompsontown,PA,40.5658,-77.2361,25.33,1
PA,Carlisle,Tower City,PA,40.5884,-76.553,43.49,0
PA,Carlisle,Waynesboro,PA,39.7524,-77.5822,36.86,5
PA,Carlisle,Wellsville,PA,40.0513,-76.9408,17.26,2
PA,Carlisle,Woodward,PA,40.8997,-77.3472,48.93,1
PA,Carlisle,Wrightsville,PA,40.0239,-76.5312,37.55,9
PA,Carlisle,Yoe,PA,39.9096,-76.6365,36.08,0
PA,Carlisle,York,PA,39.9651,-76.7315,29.76,376
PA,Carlisle,York Haven,PA,40.1106,-76.7149,26.53,1
PA,Carlisle,York Springs,PA,40.0093,-77.1159,13.96,1
PA,Carlisle,Yorkana,PA,39.976,-76.5846,36.19,1
RI,Woonsocket,Ashaway,RI,41.426,-71.7852,42.38,0
RI,Woonsocket,Central Falls,RI,41.8901,-71.3934,9.4,0
RI,Woonsocket,Cranston,RI,41.7658,-71.4858,16.27,6
RI,Woonsocket,East Providence,RI,41.8065,-71.3565,15.31,5
RI,Woonsocket,Newport,RI,41.4801,-71.3203,37.16,1
RI,Woonsocket,Pawtucket,RI,41.8744,-71.3743,10.85,10
RI,Woonsocket,Providence,RI,41.823,-71.4187,12.98,6
RI,Woonsocket,Warwick,RI,41.7062,-71.4334,20.65,7
RI,Woonsocket,Woonsocket,RI,42.001,-71.4993,0.0,26
RI,Woonsocket,Wyoming,RI,41.5143,-71.6903,35.04,1
SC,Newberry,Abbeville,SC,34.1787,-82.3774,44.92,87
SC,Newberry,Batesburg-Leesville,SC,33.9126,-81.5313,25.78,1
SC,Newberry,Blythewood,SC,34.2121,-80.9921,35.1,91
SC,Newberry,Bradley,SC,34.0391,-82.2435,40.37,1
SC,Newberry,Buffalo,SC,34.7244,-81.6844,30.98,0
SC,Newberry,Carlisle,SC,34.5921,-81.4645,22.84,1
SC,Newberry,Cayce,SC,33.9459,-81.0429,39.45,16
SC,Newberry,Chapin,SC,34.165,-81.3446,16.71,3
SC,Newberry,Chester,SC,34.7051,-81.2132,36.68,46
SC,Newberry,Clinton,SC,34.4781,-81.8638,20.24,9
SC,Newberry,Columbia,SC,34.0378,-80.9036,43.28,628
SC,Newberry,Donalds,SC,34.3766,-82.3467,43.05,0
SC,Newberry,Edgefield,SC,33.787,-81.9291,38.98,10
SC,Newberry,Enoree,SC,34.6593,-81.9609,33.2,0
SC,Newberry,Fort Lawn,SC,34.7003,-80.8991,49.35,139
SC,Newberry,Fountain Inn,SC,34.6989,-82.2005,44.7,175
SC,Newberry,Gaston,SC,33.818,-81.0997,42.99,20
SC,Newberry,Gilbert,SC,33.9245,-81.3928,27.38,3
SC,Newberry,Gray Court,SC,34.6079,-82.1143,36.94,23
SC,Newberry,Great Falls,SC,34.5753,-80.9048,44.57,10
SC,Newberry,Greenwood,SC,34.1947,-82.1542,32.16,65
SC,Newberry,Hickory Grove,SC,34.9785,-81.418,49.28,1
SC,Newberry,Hodges,SC,34.2876,-82.248,36.94,11
SC,Newberry,Honea Path,SC,34.4476,-82.395,46.72,5
SC,Newberry,Hopkins,SC,33.8983,-80.8599,49.99,12
SC,Newberry,Irmo,SC,34.1018,-81.1956,26.28,13
SC,Newberry,Johnston,SC,33.8328,-81.8051,33.12,4
SC,Newberry,Jonesville,SC,34.8348,-81.6811,38.51,43
SC,Newberry,Laurens,SC,34.5022,-82.0207,28.38,30
SC,Newberry,Lexington,SC,33.989,-81.2202,29.7,125
SC,Newberry,Little Mountain,SC,34.1968,-81.4124,12.25,1
SC,Newberry,Monetta,SC,33.8501,-81.61,29.8,3
SC,Newberry,Newberry,SC,34.2813,-81.601,0.0,813
SC,Newberry,Ninety Six,SC,34.1696,-82.0239,25.36,5
SC,Newberry,Pauline,SC,34.8321,-81.8693,41.0,1
SC,Newberry,Pelion,SC,33.775,-81.2502,40.34,11
SC,Newberry,Prosperity,SC,34.2121,-81.5329,6.16,6
SC,Newberry,Richburg,SC,34.7168,-81.0196,44.74,51
SC,Newberry,Ridge Spring,SC,33.8453,-81.6617,30.32,2
SC,Newberry,Ridgeway,SC,34.3066,-80.9601,36.63,71
SC,Newberry,Roebuck,SC,34.8789,-81.9646,46.18,4
SC,Newberry,Saluda,SC,34.0009,-81.7713,21.68,3
SC,Newberry,Simpsonville,SC,34.7287,-82.2569,48.48,38
SC,Newberry,Spartanburg,SC,34.9442,-81.9251,49.37,291
SC,Newberry,Swansea,SC,33.7397,-81.1052,46.98,1
SC,Newberry,Trenton,SC,33.7401,-81.8404,39.83,47
SC,Newberry,Union,SC,34.7235,-81.6248,30.58,49
SC,Newberry,Wagener,SC,33.6512,-81.3625,45.63,2
SC,Newberry,Ward,SC,33.8573,-81.7313,30.23,1
SC,Newberry,Ware Shoals,SC,34.3894,-82.239,37.16,0
SC,Newberry,West Columbia,SC,33.9932,-81.0936,35.19,377
SC,Newberry,Winnsboro,SC,34.3718,-81.0907,29.78,45
SC,Newberry,Woodruff,SC,34.7421,-82.0371,40.37,11
SD,Sioux Falls,Beresford,SD,43.0797,-96.7803,31.87,0
SD,Sioux Falls,Canton,SD,43.3032,-96.5848,17.91,1
SD,Sioux Falls,Madison,SD,44.0062,-97.1085,37.33,0
SD,Sioux Falls,Sioux Falls,SD,43.5396,-96.7311,0.0,2
SD,Sioux Falls,Tea,SD,43.4564,-96.8257,7.45,1
TN,Knoxville,Alcoa,TN,35.8076,-83.9753,11.26,63
TN,Knoxville,Andersonville,TN,36.197,-84.033,16.41,3
TN,Knoxville,Bean Station,TN,36.3323,-83.2852,44.76,1
TN,Knoxville,Blaine,TN,36.1478,-83.6939,18.87,1
TN,Knoxville,Caryville,TN,36.3252,-84.2199,28.85,0
TN,Knoxville,Clinton,TN,36.0981,-84.1283,13.38,13
TN,Knoxville,Cosby,TN,35.7952,-83.2457,41.2,0
TN,Knoxville,Dandridge,TN,36.0284,-83.4308,29.29,7
TN,Knoxville,Farragut,TN,35.8731,-84.1821,14.61,1
TN,Knoxville,Friendsville,TN,35.7563,-84.1319,17.9,1
TN,Knoxville,Gatlinburg,TN,35.725,-83.4938,30.6,1
TN,Knoxville,Greenback,TN,35.6487,-84.1725,25.42,0
TN,Knoxville,Halls,TN,36.0817,-83.9344,7.82,1
TN,Knoxville,Harriman,TN,35.9307,-84.5602,34.26,4
TN,Knoxville,Helenwood,TN,36.4227,-84.5429,45.57,1
TN,Knoxville,Huntsville,TN,36.4112,-84.5056,43.52,1
TN,Knoxville,Jacksboro,TN,36.3351,-84.1928,28.69,6
TN,Knoxville,Jefferson City,TN,36.1201,-83.4829,28.08,15
TN,Knoxville,Kingston,TN,35.8713,-84.4959,31.31,1
TN,Knoxville,Knoxville,TN,35.9692,-83.9496,0.0,216
TN,Knoxville,Lenoir City,TN,35.8111,-84.2818,21.57,8
TN,Knoxville,Loudon,TN,35.7414,-84.3701,28.32,39
TN,Knoxville,Louisville,TN,35.8247,-84.0552,11.6,5
TN,Knoxville,Madisonville,TN,35.5232,-84.363,38.56,2
TN,Knoxville,Maryville,TN,35.7468,-83.9789,15.45,8
TN,Knoxville,Mascot,TN,36.0673,-83.7649,12.35,0
TN,Knoxville,Maynardville,TN,36.247,-83.8057,20.81,4
TN,Knoxville,Mooresburg,TN,36.3531,-83.2362,47.83,0
TN,Knoxville,Morristown,TN,36.2043,-83.3001,39.74,55
TN,Knoxville,New Market,TN,36.1096,-83.5493,24.38,0
TN,Knoxville,New Tazewell,TN,36.4381,-83.6053,37.66,5
TN,Knoxville,Newport,TN,35.9617,-83.1976,42.06,12
TN,Knoxville,Oak Ridge,TN,35.9639,-84.2938,19.25,1
TN,Knoxville,Oneida,TN,36.5171,-84.5108,49.1,3
TN,Knoxville,Pigeon Forge,TN,35.7977,-83.5623,24.71,3
TN,Knoxville,Powell,TN,36.0358,-84.0296,6.42,1
TN,Knoxville,Rockford,TN,35.8328,-83.9358,9.46,3
TN,Knoxville,Rockwood,TN,35.8692,-84.6731,41.07,2
TN,Knoxville,Sevierville,TN,35.8872,-83.5678,22.1,6
TN,Knoxville,Sunbright,TN,36.2428,-84.6798,44.93,1
TN,Knoxville,Sweetwater,TN,35.6029,-84.4716,38.69,8
TN,Knoxville,Tazewell,TN,36.4625,-83.5669,40.21,3
TN,Knoxville,Vonore,TN,35.5977,-84.2364,30.29,20
TN,Knoxville,White Pine,TN,36.1087,-83.297,37.71,0
TX,Fort Worth,Alvarado,TX,32.4068,-97.2149,27.03,0
TX,Fort Worth,Arlington,TX,32.6998,-97.125,14.11,2
TX,Fort Worth,Balch Springs,TX,32.7194,-96.6151,42.77,1
TX,Fort Worth,Carrollton,TX,32.989,-96.8999,29.65,1
TX,Fort Worth,Cedar Hill,TX,32.581,-96.9591,26.5,1
TX,Fort Worth,Celina,TX,33.3154,-96.7941,48.85,1
TX,Fort Worth,Cleburne,TX,32.3568,-97.4151,29.62,1
TX,Fort Worth,Coppell,TX,32.9639,-96.9903,24.25,1
TX,Fort Worth,Crowley,TX,32.5781,-97.3585,14.08,0
TX,Fort Worth,Dallas,TX,32.7935,-96.7667,33.74,11
TX,Fort Worth,Denton,TX,33.2175,-97.1418,32.38,1
TX,Fort Worth,Euless,TX,32.8508,-97.08,16.24,1
TX,Fort Worth,Farmers Branch,TX,32.9272,-96.8804,28.91,0
TX,Fort Worth,Fort Worth,TX,32.7817,-97.3474,0.0,35
TX,Fort Worth,Frisco,TX,33.156,-96.8216,39.97,1
TX,Fort Worth,Garland,TX,32.91,-96.6304,42.55,0
TX,Fort Worth,Grand Prairie,TX,32.6871,-97.0208,20.08,7
TX,Fort Worth,Grapevine,TX,32.9343,-97.0742,19.04,0
TX,Fort Worth,Haslet,TX,32.9609,-97.3387,12.39,0
TX,Fort Worth,Hutchins,TX,32.6421,-96.7093,38.33,1
TX,Fort Worth,Irving,TX,32.8583,-96.9702,22.53,4
TX,Fort Worth,Justin,TX,33.0882,-97.3041,21.33,1
TX,Fort Worth,Lancaster,TX,32.5922,-96.7739,35.83,11
TX,Fort Worth,Lewisville,TX,33.0454,-96.9815,27.97,7
TX,Fort Worth,Mansfield,TX,32.569,-97.1213,19.72,2
TX,Fort Worth,Mckinney,TX,33.2016,-96.667,48.95,0
TX,Fort Worth,Mesquite,TX,32.7602,-96.5865,44.23,3
TX,Fort Worth,Midlothian,TX,32.4669,-96.989,30.13,1
TX,Fort Worth,Mineral Wells,TX,32.8169,-98.0776,42.48,0
TX,Fort Worth,Northlake,TX,33.0809,-97.2548,21.36,1
TX,Fort Worth,Rhome,TX,33.0646,-97.4779,20.96,1
TX,Fort Worth,Richardson,TX,32.9716,-96.7093,39.28,1
TX,Fort Worth,Roanoke,TX,33.0144,-97.2276,17.52,1
TX,Fort Worth,Saginaw,TX,32.8657,-97.3654,5.9,2
TX,Fort Worth,Sunnyvale,TX,32.7974,-96.5577,45.88,0
TX,Fort Worth,Waxahachie,TX,32.4035,-96.8446,39.24,2
TX,Fort Worth,White Settlement,TX,32.7554,-97.4605,6.82,0
TX,Fort Worth,Wilmer,TX,32.5983,-96.6815,40.74,1
UT,Magna,Magna,UT,40.7634,-112.1599,0.0,1
UT,Magna,Salt Lake City,UT,40.7776,-111.9311,12.01,1
VA,Richmond,Amelia Court House,VA,37.3367,-77.9882,31.12,1
VA,Richmond,Ashland,VA,37.7597,-77.4716,15.91,131
VA,Richmond,Blackstone,VA,37.0822,-78.003,42.37,1
VA,Richmond,Bon Air,VA,37.5187,-77.5713,5.3,1
VA,Richmond,Charles City,VA,37.344,-77.0687,25.74,8
VA,Richmond,Chester,VA,37.3531,-77.4342,12.4,75
VA,Richmond,Colonial Heights,VA,37.265,-77.3969,18.78,26
VA,Richmond,Crewe,VA,37.1812,-78.1307,43.29,0
VA,Richmond,Cumberland,VA,37.4914,-78.2577,42.95,1
VA,Richmond,Dendron,VA,37.0364,-76.9241,45.61,1
VA,Richmond,Disputanta,VA,37.1236,-77.2249,31.24,62
VA,Richmond,Glen Allen,VA,37.666,-77.4838,9.44,78
VA,Richmond,Hopewell,VA,37.2915,-77.2985,19.1,12
VA,Richmond,Jarratt,VA,36.816,-77.4689,49.3,1
VA,Richmond,King William,VA,37.6882,-77.0212,27.18,1
VA,Richmond,Louisa,VA,38.0212,-77.9986,44.38,4
VA,Richmond,Mckenney,VA,36.9853,-77.7219,39.97,4
VA,Richmond,Mechanicsville,VA,37.6263,-77.3561,9.36,33
VA,Richmond,Midlothian,VA,37.4856,-77.6522,10.14,20
VA,Richmond,Palmyra,VA,37.8652,-78.2627,48.88,1
VA,Richmond,Petersburg,VA,37.2043,-77.3913,22.94,48
VA,Richmond,Powhatan,VA,37.5427,-77.9267,24.73,4
VA,Richmond,Prince George,VA,37.2209,-77.2683,24.17,59
VA,Richmond,Richmond,VA,37.5295,-77.4756,0.0,378
VA,Richmond,Saluda,VA,37.6053,-76.5938,48.58,2
VA,Richmond,Sandston,VA,37.512,-77.3149,8.89,65
VA,Richmond,Stony Creek,VA,36.948,-77.4001,40.39,1
VA,Richmond,Tappahannock,VA,37.9187,-76.8667,42.78,2
VA,Richmond,Waverly,VA,37.034,-77.0956,40.11,2
VA,Richmond,West Point,VA,37.5519,-76.8017,36.95,19
VA,Richmond,Williamsburg,VA,37.2693,-76.7076,45.83,53
VT,Rutland,BARRE,VT,44.1998,-72.5085,47.03,10
VT,Rutland,Danby,VT,43.3452,-72.9946,18.26,0
VT,Rutland,Londonderry,VT,43.2278,-72.8083,27.7,1
